,pid,fid,cid,provid,countyid,urban,intyear,genderm,birthyr,age,b_feed_mon,board_school,verbal,math,school_tut_hrs,comp_tut_hrs,hobby_tut_hrs,int_tut_hrs,parent_child_tut_hrs,other_tut_hrs,fam_member_tut_hrs1,fam_member_tut_hrs2,fam_member_tut_hrs3,fam_member_tut_hrs4,fam_member_tut_hrs5,fam_member_tut_hrs6,fam_member_tut_hrs7,fam_member_tut_hrs8,fam_member_tut_hrs9,fam_member_tut_hrs10,fam_member_tut_hrs11,fam_member_tut_hrs12,fam_member_tut_hrs31,pid_f,pid_m,fid_m,cid_m,provid_m,countyid_m,hhcode_m,urban_m,intyear_m,genderm_m,birthyr_m,age_m,hukou_m,ccp_m,ccp_year_m,marital_m,first_marriage_m,year_married_m,year_divorced_m,salary_m,fid_f,cid_f,provid_f,countyid_f,hhcode_f,urban_f,intyear_f,genderm_f,birthyr_f,age_f,hukou_f,ccp_f,ccp_year_f,marital_f,first_marriage_f,year_married_f,year_divorced_f,salary_f
27,118065501.0,621352.0,795578.0,62.0,141.0,1.0,,0.0,2014.0,2.0,12.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,621352102.0,621352104.0,621352.0,795578.0,62.0,141.0,104.0,1.0,2016.0,0.0,1983.0,33.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,621352.0,-9.0,44.0,2007.0,102.0,1.0,2017.0,1.0,1979.0,38.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,5500.0
29,118191501.0,621511.0,993255.0,62.0,144.0,0.0,2018.0,1.0,2012.0,6.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,0.5,-8.0,-8.0,-8.0,-8.0,,,,,,,,,621511103.0,621511431.0,621511.0,993255.0,62.0,144.0,431.0,0.0,2018.0,0.0,-8.0,27.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,621511.0,992840.0,62.0,144.0,103.0,1.0,2018.0,1.0,1986.0,32.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,5000.0
29,118191501.0,621511.0,224800.0,62.0,144.0,0.0,,1.0,2012.0,4.0,26.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,621511103.0,621511431.0,621511.0,224800.0,62.0,144.0,431.0,0.0,2016.0,0.0,1991.0,25.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,621511.0,224800.0,62.0,144.0,103.0,0.0,2017.0,1.0,1986.0,31.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
31,118291401.0,118291.0,796622.0,61.0,78.0,0.0,2018.0,0.0,2011.0,7.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,6.0,-8.0,-8.0,-8.0,3.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,610019103.0,610019106.0,118291.0,796622.0,61.0,78.0,106.0,0.0,2018.0,0.0,-8.0,30.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,118291.0,983761.0,61.0,8101.0,103.0,1.0,2018.0,1.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,6000.0
31,118291401.0,118291.0,796622.0,61.0,78.0,0.0,,0.0,2011.0,5.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,14.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,610019103.0,610019106.0,118291.0,796622.0,61.0,78.0,106.0,0.0,2016.0,0.0,1988.0,28.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,118291.0,796622.0,61.0,78.0,103.0,0.0,2016.0,1.0,1987.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
32,118291551.0,118291.0,796622.0,61.0,78.0,0.0,2018.0,0.0,2015.0,3.0,13.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,610019103.0,610019106.0,118291.0,796622.0,61.0,78.0,106.0,0.0,2018.0,0.0,-8.0,30.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,118291.0,983761.0,61.0,8101.0,103.0,1.0,2018.0,1.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,6000.0
32,118291551.0,118291.0,796622.0,61.0,78.0,0.0,,0.0,2015.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,610019103.0,610019106.0,118291.0,796622.0,61.0,78.0,106.0,0.0,2016.0,0.0,1988.0,28.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,118291.0,796622.0,61.0,78.0,103.0,0.0,2016.0,1.0,1987.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
33,120001103.0,120001.0,131700.0,12.0,79.0,1.0,2016.0,0.0,2004.0,12.0,-8.0,0.0,3.0,3.0,2.0,-8.0,14.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,120001102.0,120001101.0,120001.0,131700.0,12.0,79.0,101.0,1.0,2016.0,0.0,1979.0,37.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120001.0,131700.0,12.0,79.0,102.0,1.0,2016.0,1.0,1975.0,41.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
33,120001103.0,120001.0,131700.0,12.0,79.0,1.0,2018.0,0.0,2004.0,14.0,1.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,10.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,120001102.0,120001101.0,120001.0,131700.0,12.0,79.0,101.0,1.0,2018.0,0.0,-8.0,39.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120001.0,131700.0,12.0,79.0,102.0,1.0,2018.0,1.0,-8.0,43.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
34,120001401.0,120001.0,131700.0,12.0,79.0,1.0,2018.0,0.0,2011.0,7.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,120001102.0,120001101.0,120001.0,131700.0,12.0,79.0,101.0,1.0,2018.0,0.0,-8.0,39.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120001.0,131700.0,12.0,79.0,102.0,1.0,2018.0,1.0,-8.0,43.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
34,120001401.0,120001.0,131700.0,12.0,79.0,1.0,,0.0,2011.0,5.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,120001102.0,120001101.0,120001.0,131700.0,12.0,79.0,101.0,1.0,2016.0,0.0,1979.0,37.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120001.0,131700.0,12.0,79.0,102.0,1.0,2016.0,1.0,1975.0,41.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
35,120012103.0,120012.0,716145.0,12.0,79.0,1.0,2017.0,0.0,2006.0,11.0,-8.0,0.0,2.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,-8.0,120012101.0,120012102.0,120012.0,796503.0,12.0,79.0,102.0,1.0,2017.0,0.0,1981.0,36.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120012.0,796503.0,12.0,79.0,101.0,1.0,2016.0,1.0,1980.0,36.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2400.0
35,120012103.0,120012.0,726269.0,12.0,79.0,1.0,2018.0,0.0,2006.0,12.0,14.0,0.0,2.0,1.0,-8.0,-8.0,2.0,-8.0,-8.0,3.5,15.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,120012101.0,120012102.0,120012.0,726269.0,12.0,79.0,102.0,1.0,2018.0,0.0,-8.0,37.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0,120012.0,726269.0,12.0,79.0,101.0,1.0,2018.0,1.0,-8.0,38.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2700.0
36,120024105.0,221399.0,410854.0,12.0,183.0,1.0,2018.0,0.0,2007.0,11.0,-8.0,0.0,2.0,1.0,-8.0,-8.0,1.0,-8.0,-8.0,-8.0,6.0,3.0,-8.0,-8.0,-8.0,,,,,,,,,120024102.0,120024101.0,221399.0,410854.0,12.0,183.0,101.0,1.0,2018.0,0.0,-8.0,42.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1500.0,221399.0,410854.0,12.0,183.0,102.0,1.0,2018.0,1.0,-8.0,48.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
36,120024105.0,221399.0,431662.0,12.0,183.0,1.0,,0.0,2007.0,9.0,-8.0,0.0,3.0,1.0,-8.0,-8.0,0.7,-8.0,-8.0,-8.0,-8.0,21.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,-8.0,120024102.0,120024101.0,221399.0,431662.0,12.0,183.0,101.0,1.0,2016.0,0.0,1976.0,40.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,221399.0,431662.0,12.0,183.0,102.0,1.0,2016.0,1.0,1970.0,46.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
37,120031571.0,134206.0,346366.0,12.0,79.0,1.0,2018.0,1.0,2016.0,2.0,10.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,134206551.0,120031103.0,134206.0,346366.0,12.0,79.0,103.0,1.0,2018.0,0.0,-8.0,29.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,3500.0,134206.0,346366.0,12.0,79.0,551.0,1.0,2018.0,1.0,-8.0,29.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3100.0
37,120031571.0,134206.0,346366.0,12.0,79.0,1.0,,1.0,2016.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,134206551.0,120031103.0,134206.0,346366.0,12.0,79.0,103.0,1.0,2016.0,0.0,1989.0,27.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,134206.0,346366.0,12.0,79.0,551.0,1.0,2016.0,1.0,1989.0,27.0,-8.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0
38,120039103.0,120039.0,131800.0,12.0,79.0,1.0,2018.0,0.0,2009.0,9.0,-8.0,0.0,1.0,2.0,2.0,-8.0,1.0,-8.0,-8.0,-8.0,7.0,2.0,-8.0,-8.0,-8.0,,,,,,,,,120039102.0,120039101.0,120039.0,131800.0,12.0,79.0,101.0,1.0,2018.0,0.0,-8.0,35.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2000.0,120039.0,131800.0,12.0,79.0,102.0,1.0,2018.0,1.0,1982.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
38,120039103.0,120039.0,131800.0,12.0,79.0,1.0,,0.0,2009.0,7.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,10.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,120039102.0,120039101.0,120039.0,131800.0,12.0,79.0,101.0,1.0,2016.0,0.0,1983.0,33.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120039.0,131800.0,12.0,79.0,102.0,1.0,2016.0,1.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
39,120063103.0,120063.0,131700.0,12.0,79.0,1.0,2016.0,1.0,2004.0,12.0,-8.0,1.0,2.0,1.0,-8.0,-8.0,4.0,-8.0,-8.0,-8.0,8.0,8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,120063101.0,120063102.0,120063.0,131700.0,12.0,79.0,102.0,1.0,2016.0,0.0,1978.0,38.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120063.0,131700.0,12.0,79.0,101.0,1.0,2016.0,1.0,1980.0,36.0,1.0,1.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
39,120063103.0,120063.0,390138.0,12.0,79.0,1.0,2018.0,1.0,2004.0,14.0,13.0,0.0,2.0,3.0,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,4.0,3.0,-8.0,-8.0,-8.0,,,,,,,,,120063101.0,120063102.0,120063.0,390138.0,12.0,79.0,102.0,1.0,2018.0,0.0,-8.0,40.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,7600.0,120063.0,390138.0,12.0,79.0,101.0,1.0,2018.0,1.0,-8.0,38.0,,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,8500.0
40,120081105.0,120081.0,132000.0,12.0,79.0,0.0,2018.0,1.0,2007.0,11.0,-8.0,0.0,2.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,120081102.0,120081103.0,120081.0,132000.0,12.0,79.0,103.0,0.0,2018.0,0.0,-8.0,50.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120081.0,132000.0,12.0,79.0,102.0,0.0,2018.0,1.0,-8.0,51.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
40,120081105.0,120081.0,132000.0,12.0,79.0,0.0,,1.0,2007.0,9.0,-8.0,0.0,2.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,120081102.0,120081103.0,120081.0,132000.0,12.0,79.0,103.0,0.0,2016.0,0.0,1968.0,48.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120081.0,132000.0,12.0,79.0,102.0,0.0,2016.0,1.0,1967.0,49.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
41,120082105.0,120082.0,132000.0,12.0,79.0,0.0,2016.0,0.0,2003.0,13.0,-8.0,0.0,1.0,3.0,7.5,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,120082104.0,120082101.0,120082.0,132000.0,12.0,79.0,101.0,0.0,2016.0,0.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120082.0,132000.0,12.0,79.0,104.0,0.0,2016.0,1.0,1981.0,35.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
41,120082105.0,120082.0,132000.0,12.0,79.0,0.0,2018.0,0.0,2003.0,15.0,10.0,0.0,4.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,120082104.0,120082101.0,120082.0,132000.0,12.0,79.0,101.0,0.0,2018.0,0.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120082.0,132000.0,12.0,79.0,104.0,0.0,2018.0,1.0,-8.0,37.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
42,120082106.0,120082.0,132000.0,12.0,79.0,0.0,2018.0,1.0,2008.0,10.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,2.0,-8.0,-8.0,1.5,10.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,120082104.0,120082101.0,120082.0,132000.0,12.0,79.0,101.0,0.0,2018.0,0.0,-8.0,36.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120082.0,132000.0,12.0,79.0,104.0,0.0,2018.0,1.0,-8.0,37.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
42,120082106.0,120082.0,132000.0,12.0,79.0,0.0,,1.0,2008.0,8.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,120082104.0,120082101.0,120082.0,132000.0,12.0,79.0,101.0,0.0,2016.0,0.0,1982.0,34.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120082.0,132000.0,12.0,79.0,104.0,0.0,2016.0,1.0,1981.0,35.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
43,120093106.0,120093.0,132000.0,12.0,79.0,0.0,2018.0,0.0,2009.0,9.0,-8.0,0.0,1.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,5.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,120093101.0,120093102.0,120093.0,132000.0,12.0,79.0,102.0,0.0,2018.0,0.0,-8.0,44.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0,120093.0,132000.0,12.0,79.0,101.0,0.0,2018.0,1.0,-8.0,44.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
43,120093106.0,120093.0,132000.0,12.0,79.0,0.0,,0.0,2009.0,7.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,120093101.0,120093102.0,120093.0,132000.0,12.0,79.0,102.0,0.0,2016.0,0.0,1974.0,42.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120093.0,132000.0,12.0,79.0,101.0,0.0,2016.0,1.0,1974.0,42.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
44,120096106.0,116939.0,132000.0,12.0,79.0,0.0,2018.0,1.0,2007.0,11.0,-8.0,0.0,4.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,120096103.0,120096104.0,116939.0,132000.0,12.0,79.0,104.0,0.0,2018.0,0.0,-8.0,37.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3000.0,116939.0,132000.0,12.0,79.0,103.0,0.0,2018.0,1.0,-8.0,38.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,3600.0
44,120096106.0,116939.0,132000.0,12.0,79.0,0.0,,1.0,2007.0,9.0,-8.0,0.0,2.0,2.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.0,10.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,120096103.0,120096104.0,116939.0,132000.0,12.0,79.0,104.0,0.0,2016.0,0.0,1981.0,35.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2500.0,116939.0,132000.0,12.0,79.0,103.0,0.0,2016.0,1.0,1980.0,36.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
45,120097401.0,277538.0,764373.0,12.0,79.0,1.0,2018.0,0.0,2012.0,6.0,12.0,0.0,-8.0,-8.0,-8.0,-8.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,120097101.0,120097431.0,277538.0,764373.0,12.0,79.0,431.0,1.0,2018.0,0.0,-8.0,30.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,277538.0,764373.0,12.0,79.0,101.0,1.0,2018.0,1.0,-8.0,30.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,5800.0
45,120097401.0,277538.0,455854.0,11.0,176.0,1.0,,0.0,2012.0,4.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,1.5,-8.0,1.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,-8.0,120097101.0,120097431.0,277538.0,455854.0,11.0,176.0,431.0,1.0,2016.0,0.0,1988.0,28.0,0.0,0.0,-8.0,2.0,-8.0,2011.0,-8.0,2000.0,277538.0,455854.0,11.0,176.0,101.0,1.0,2016.0,1.0,1988.0,28.0,0.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
46,120100401.0,120100.0,132000.0,12.0,79.0,0.0,2018.0,0.0,2010.0,8.0,-8.0,0.0,1.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,12.0,4.0,-8.0,-8.0,-8.0,,,,,,,,,120100103.0,120100104.0,120100.0,132000.0,12.0,79.0,104.0,0.0,2018.0,0.0,-8.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1600.0,120100.0,132000.0,12.0,79.0,103.0,0.0,2018.0,1.0,-8.0,29.0,,0.0,-8.0,2.0,-8.0,2010.0,-8.0,2500.0
46,120100401.0,120100.0,132000.0,12.0,79.0,0.0,,0.0,2010.0,6.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,120100103.0,120100104.0,120100.0,132000.0,12.0,79.0,104.0,0.0,2016.0,0.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120100.0,132000.0,12.0,79.0,103.0,0.0,2016.0,1.0,1989.0,27.0,1.0,0.0,,2.0,,,,
47,120100501.0,120100.0,132000.0,12.0,79.0,0.0,2018.0,0.0,2014.0,4.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,120100103.0,120100104.0,120100.0,132000.0,12.0,79.0,104.0,0.0,2018.0,0.0,-8.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,1600.0,120100.0,132000.0,12.0,79.0,103.0,0.0,2018.0,1.0,-8.0,29.0,,0.0,-8.0,2.0,-8.0,2010.0,-8.0,2500.0
47,120100501.0,120100.0,132000.0,12.0,79.0,0.0,,0.0,2014.0,2.0,12.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,120100103.0,120100104.0,120100.0,132000.0,12.0,79.0,104.0,0.0,2016.0,0.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120100.0,132000.0,12.0,79.0,103.0,0.0,2016.0,1.0,1989.0,27.0,1.0,0.0,,2.0,,,,
48,120101104.0,120101.0,132000.0,12.0,79.0,0.0,2018.0,0.0,2007.0,11.0,-8.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,120101101.0,120101102.0,120101.0,132000.0,12.0,79.0,102.0,0.0,2018.0,0.0,-8.0,42.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2000.0,120101.0,132000.0,12.0,79.0,101.0,0.0,2018.0,1.0,-8.0,43.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
48,120101104.0,120101.0,132000.0,12.0,79.0,0.0,,0.0,2007.0,9.0,-8.0,0.0,3.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,3.0,1.0,3.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,120101101.0,120101102.0,120101.0,132000.0,12.0,79.0,102.0,0.0,2016.0,0.0,1976.0,40.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,2000.0,120101.0,132000.0,12.0,79.0,101.0,0.0,2016.0,1.0,1975.0,41.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
49,120102401.0,120102.0,132000.0,12.0,79.0,0.0,2018.0,0.0,2012.0,6.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,4.0,2.0,-8.0,-8.0,-8.0,,,,,,,,,120102103.0,120102431.0,120102.0,132000.0,12.0,79.0,431.0,0.0,2018.0,0.0,-8.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120102.0,132000.0,12.0,79.0,103.0,0.0,2018.0,1.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,5000.0
49,120102401.0,120102.0,132000.0,12.0,79.0,0.0,,0.0,2012.0,4.0,15.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,7.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,120102103.0,120102431.0,120102.0,132000.0,12.0,79.0,431.0,0.0,2016.0,0.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120102.0,132000.0,12.0,79.0,103.0,0.0,2016.0,1.0,1987.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
50,120102501.0,120102.0,132000.0,12.0,79.0,0.0,2018.0,0.0,2014.0,4.0,-8.0,0.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,,,,,,,,,120102103.0,120102431.0,120102.0,132000.0,12.0,79.0,431.0,0.0,2018.0,0.0,-8.0,28.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120102.0,132000.0,12.0,79.0,103.0,0.0,2018.0,1.0,-8.0,31.0,,0.0,-8.0,2.0,-8.0,-8.0,-8.0,5000.0
50,120102501.0,120102.0,132000.0,12.0,79.0,0.0,,0.0,2014.0,2.0,14.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,-8.0,120102103.0,120102431.0,120102.0,132000.0,12.0,79.0,431.0,0.0,2016.0,0.0,1990.0,26.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0,120102.0,132000.0,12.0,79.0,103.0,0.0,2016.0,1.0,1987.0,29.0,1.0,0.0,-8.0,2.0,-8.0,-8.0,-8.0,-8.0
